Movie Title,movie_id,release_date,genres,casts,directors,writers,producers,plot_summary,votes,rating
pyar ke kabil,0362999,21 Feb 1987,Drama & Family & Romance,"['Rajni Bala', 'Padmini Kolhapure', 'Bindu', 'Utpal Dutt', 'Deven Verma', 'Tiku Talsania', 'Rishi Kapoor', 'Asha Sachdev', 'Shubha Khote', 'Viju Khote', 'Preeti Ganguli', 'Natasha', 'Baby Bulbul', 'Nandita Thakur', 'Gulshan Grover', 'Sarika Ogale']",['Anil Ganguly'],,['Suresh Grover'],"Amar G. Kapoor is an unemployed but talented youth who was born in Lahore, and is the grandson of renowned Lala Kedarnath. He re-locates to Delhi in search of employment as a singer/dancer, meets with Sangeeta, whose mom, Rukmini, owns and runs a post hotel, gets a job there, falls in love with Sangeeta, and much to the chagrin of Rukmini, both get married, and soon become parents of twins, Kiran and Jyoti. The marriage does not last long as minor issues bludgeon, leading to accusations that Amar is having an affair with the daughter of the hotel chef. Amar decides to take Kiran and moves out. Seven years later Amar has accomplished himself in Bombay, runs an advertisement agency, while Kiran is studying in school. While on an outdoor trip, both twins meets, and decide to change places, in order to bring their parents together. Watch what happens when Rukmini finds out and is all set to stop this from happening, and in order to complicate matters even more, Jyoti finds out that an alcohol-induced Amar is having an affair with Kiran's dance-teacher, Chanchal.",54.0,5.6
shaadi ke baad,0255593,1972,Comedy,"['Satyajeet', 'V. Gopal', 'C.S. Dubey', 'Randhawa', 'Rakhee Gulzar', 'Shyama', 'Shatrughan Sinha', 'Paintal', 'Viju Khote', 'Jugnu Jain', 'Asrani', 'Jeetendra', 'Leela Mishra', 'Tabassum', 'Kumari Naaz', 'Aruna Roy', 'Shekhar Purohit']",['L.V. Prasad'],,['L.V. Prasad'],"Widower Bhagat Ram lives a wealthy lifestyle in a small village in India, along with his son, Shyam, who is an Advocate in Bombay, and makes a living as a Hindu Priest. He receives a marriage proposal from Choudhury Bishan Swaroop Singh for Shyam, the girl in question is Bishan's son-in-law, Raju's sister, Shobha. Hoping to get a dowry of Fifty thousand Rupees, he agrees and the marriage takes place. After the ceremony he is handed a Promissory Note, and angered he and Shyam return home, leaving a devastated Shobha and the Singh family to deal with this crisis. Raju takes some cash and jewelry, hoping to placate Bhagat, but this only angers him all the more. Shyam decides to leave for Bombay. Shortly thereafter Bhagat is informed by Advocate Govind that Shobha has eloped with an unknown lover, and her mom, Parvati, has initiated legal proceedings against him. A panic-stricken Bhagat rushes to Bombay, and is shocked to find that Shyam has lost his mental balance and is in the care of a doctor and a nurse. The question that comes to mind is why did Shyam lose his mental balance? And what actually became of Shobha and who did she actually elope with?",37.0,5.2
itihaas (1987 film),,,,,,,,,,
bond 303,0448392,,Action & Adventure & Crime,"['Chandrashekhar', 'Prem Chopra', 'Parveen Babi', 'Helen', 'Iftekhar', 'Jagdish Raj', 'Yusuf Khan', 'Jayshree T.', 'T.P. Jain', 'Jeetendra', 'Leena Das', 'Shammi', 'Deven Verma', 'Satyendra Kapoor', 'Mac Mohan', 'Shreeram Lagoo', 'Dev Kumar', 'Vikas Anand', 'Tom Alter']",['Ravi Tandon'],,['B.C. Devra'],"['Terrorist attacks take place all over the world by unknown rockets so an Indian agent, Bond 303, is called to solve the mystery behind it.::alex.mjacko@gmail.com']",30.0,4.9
do matwale,0359168,03 May 1991,Action,"['Shilpa Shirodkar', 'Sushma Seth', 'Kunika Sadanand', 'Chunky Panday', 'Poonam Shetty', 'Viju Khote', 'Kader Khan', 'Asha Singh', 'Sanjay Dutt', 'Sonam', 'Shakti Kapoor', 'Gurbachan Singh', 'Kiran Kumar', 'Gulshan Grover', 'Priti Sapru Walia', 'Anjana Mumtaz']",['Ajay Kashyap'],"['Ajay Kashyap', 'Mahesh Rawat']","['Vinod S. Choudhary', 'Pushpa S. Choudhary']","Amar comes from the village to the city in order to seek medical treatment for his mother; as soon as he reaches the city he is robbed of his money. Fortunately for him Ajay manages to come to his rescue securing his belonging. Then one day Amar attempt to prevent Ajay from committing a robbery only to get Ajay arrested by the police; he then swears to avenge this. Shortly after Amar is forced to take to crime in order to acquire huge sums of money for his mother's operation. Time passes and Ajay gets released from jail; it is here he thinks about closing in on Amar only to learn that Amar is in love with his sister, Dr. Pooja. Ajay not only objects to their marriage but openly threatens Amar forcing the couple to elope and get marry. Unfortunately after the marriage Pooja gets raped and killed - while the police hold Amar responsible for this carnage, Ajay wants to utilize this opportunity to kill him.",37.0,3.2
nothing but life,0415943,2004,Comedy & Drama,"['Neha Pendse', 'Kalasala Babu', 'Sreenivasan', 'Innocent', 'Arty Nichols', 'Antony Thekkek', 'Madhavan', 'Allison Hensel', 'Gregory Fawcett', 'Nazzer', 'Babu Antony', 'Kaveri', 'Madhupal']",['Rajiv Anchal'],"['Bobby Nair', 'Rajiv Anchal', 'Deborah Wakeham']","['Naveen A. Chathapuram', 'Morgan Boardman', 'Prema Thekkek', 'Antony Thekkek']","Rajiv Anchal's ""Life in Las Vegas"", portrays East Indians living in the U.S. but these characters stand as a metaphor for the greater search of the human spirit. Two young men, Roby and Johnny, work at a Casino in Las Vegas. They share a dream of saving enough money in order to return to their native country and live comfortably from their American earnings. Roby's materialistic search only leads him to spiritual emptiness. His girlfriend Vandana brings a psychiatrist, Dr. Maddy and a friend, Colonel Abdulla, into his life. In a humorous way they enlighten him to find value and the true purpose of his life.",33.0,6.8
zindagani,0390657,03 Jul 1986,Drama,"['Manik Irani', 'Rakhee Gulzar', 'Ranjeet', 'Birbal', 'Suresh Oberoi', 'Iftekhar', 'Mithun Chakraborty', 'Maqsood', 'Moolchand', 'Paintal', 'Manjushree', 'Subroto Mahapatra', 'Gulshan', 'Seema Deo', 'Manmauji', 'Bhushan Tiwari', 'Amjad Khan', 'Manik Dutt', 'Kirti Kumar', 'Sunder Taneja', 'Rati Agnihotri', 'Alka Noopur', 'Madhu Malini']",['Prabhat Roy'],['Faiz Saleem'],['S. Mazumdar'],"[""Anand is looking to arrest the woman who killed his father, unaware that she's his own mother.""]",30.0,7.1
mohabbat zindagi hai (1966 film),,,,,,,,,,
dil bhi tera hum bhi tere,0302479,1960,Drama & Romance,"['Tun Tun', 'Baby Shobha', 'Nazir Kashmiri', 'Kumkum', 'Bajaj', 'Khusal', 'Usha Kiran', 'Fazlu', 'Ishu', 'Ranvir Raj', 'Hari Shivdasani', 'Dharmendra', 'Anoop', 'Jankidas', 'Sushil', 'Balraj Sahni', 'Mohan Choti', 'Sushil Kumar', 'Kesari', 'Draz', 'Reddy']",['Arjun Hingorani'],"['Janardhan Muktidoot', 'Bihari Masand', 'Arjun Hingorani']","['Kanwar Kala Mandir', 'Bihari Masand']","Panchu Kumtekar lives a near-destitute lifestyle in Bombay along with his school-going brother, Shiri. He makes a living as a con-man, gambling and picking pockets with the assistant of another poverty-stricken male, Choti. He has a friend in Ashok who sells Cavendar cigarettes on busy streets by wearing stilts. One day Ashok meets with a maidservant, Sonu Mangeshkar, and both fall in love with each. Shiri is unable to pay his fees and is expelled from school but a local prostitute, Prema, comes to his assistance, much to the initial displeasure of Panchu. But he does change his mind, accepts her help, they fall in love and get married. Ashok then gets employed as a boxer with Sonu's employer, starts earning enough money to support them all, and even moves into a 3 room apartment, while Panchu decides to go honest and finds work as a Peon. Then their lives are shattered when Sonu's Goa-based dad falls ill, she goes to visit him via a ship, which sinks, killing everyone on board; Ashok, depressed and devastated, decides not to box anymore; Panchu decides to back to stealing, unknowingly extorts money from the mother of Police Inspector Moti, is subsequently arrested, and jailed; Prema gets run over by a horse-carriage; Shiri takes to selling candy on trains, tries to escape from a ticket-checker and falls off of a running train. Will Prema and Shiri recover? and, if yes, will their lifestyle ever get better?",39.0,6.8
alibaba marjinaa,0165613,1977,Action & Adventure,"['Urmila Bhatt', 'D.K. Sapru', 'Madhu Malhotra', 'Raj Mata', 'Prem Krishan', 'Tamanna', 'Jagdeep', 'Javed Khan', 'Viju Khote', 'Paintal', 'Sharat Saxena', 'Shakti Kapoor', 'Tyrone Aviet', 'Birbal', 'Ram Mohan', 'Amrish Puri', 'Pinchoo Kapoor']",['Kedar Kapoor'],,,"Circa the Mughal rule in Persia, Alibaba lives a poor life-style with his mother; married brother Qasim and his wife. When a princess named Marjinaa is being sold in the slave market, Alibaba wants to buy her and set her free, but he does not have the money. So he borrows some money from Qasim, buys Marjinaa, who offers to live with him as his slave for the rest of her life. Alibaba would like to end slavery, but is unable to do anything as he does not have money. Then one day his mother goes to Qasim to borrow some scales, and it is later that Qasim finds out that Alibaba has come across considerable wealth - enough to buy all the slaves and set them free. Qasim gets more information from Alibaba, so that he can also get wealthy. Qasim does not know that he has just signed away the rest of his life, and put the lives of his wife, mother and brother also in grave danger.",32.0,6.7
ormakal marikkumo,0320210,26 Aug 1977,Drama,"['Poojappura Ravi', 'M.G. Soman', 'Prema', 'Paravoor Bharathan', 'Jayan', 'Kunchan', 'Pala Thankam', 'Kamal Haasan', 'Vanchiyoor Radha', 'Vidhubala', 'Sankaradi', 'T.R. Omana', 'Shobha']",['K.S. Sethumadhavan'],"['K.S. Sethumadhavan', 'N. Govindankutty']","['K.S.R. Moorthy', 'K.S. Sethumadhavan']",Kamal Haasan and Vidhubala are a happily married couple who enjoy their life. The first half is full of scenes that involve both of them. The story goes into a flashback where Kamal Haasan and Vidhubala are a couple where Kamal Haasan suspects Vidhubala and kills her. Shoba reincarnates as Vidhubala and tells the truth to Kamal Haasan. Upon hearing the story Kamal Haasan gets himself killed by running towards a lorry. The film ends in a sad note with both Kamal Haasan and Shoba dying at the end.,27.0,6.6
baap re baap,0231209,1955,Comedy & Drama & Family & Musical,"['Smriti Biswas', 'S.N. Banerjee', 'Mirajkar', 'B.R. Sharma', 'Agha Miraz', 'Baijnath', 'Kishore Kumar', 'Shanta Kumari', 'Bela Sulakhe', 'Niraja', 'Fazal Karim', 'Ram Sachdev', 'Begum Bai', 'Abbas', 'Amarjeet', 'Meera Devi', 'Ghosh', 'Shakuntala', 'Amir Banu', 'Moti', 'Shobha', 'Chand Usmani', 'Ulhas', 'Jugnu', 'Jayant', 'Leela Mishra', 'Nazneen', 'Maruti', 'Jamila']",['Abdul Rashid Kardar'],"['S.N. Banerjee', 'Jagdish Kanwal']",['Abdul Rashid Kardar'],"Raj Kumar Ashok belongs to a rich and aristocratic family. His parents want him to marry the best of the best girls money could find. Ashok's dad then spends a lot of money to invite proposals from all over India. But Ashok loves Kokila, who belongs to a poor family and sells flowers for a livelihood. Ashok decides to carry on his love with Kokila and at the same time witnesses the hilarious goings-on at his residence when the dads, mom, and the brides-to-be assemble - all from different parts of India - all speaking a different language. And with this multi-lingual medley, misunderstandings are bound to happen - and they do. His parents eventually select Roopa to be the bride. What will happen to the budding romance of Ashok and Kokila?",38.0,6.4
ghungroo ki awaaz,0260047,29 Sep 1981,Mystery & Thriller,"['Dheeraj Kumar', 'Iftekhar', 'Gurcharan', 'Shreeram Lagoo', 'Rekha', 'Ratnamala', 'Harindranath Chattopadhyay', 'Agha', 'Leela Mishra', 'Sunder Taneja', 'Kanchan Mattu', 'Vijay Anand', 'Pinchoo Kapoor', 'Padma Khanna']","['Shyam Ramsay', 'Tulsi Ramsay']","['Vijay Anand', 'Kumar Ramsay']","['Vijay Anand', 'Sushma Anand']","Thakur Ranjit Singh buys Kajal's freedom from a panderer and installs her in his house with the status of a daughter-in-law - much to the disgust of his uncle, Jasbir. When the sleazy Shakal turns up and arranges a secret meeting with Kajal, Ranjit believes that he has caught his beloved being unfaithful. He exacts a fearful retribution. Obligingly, Jasbir destroys the evidence. Ranjit finds himself being plagued by the restless spirit of Kajal as well as a suspicious policeman. Seeking respite in Bombay, he is stunned to see Kajal's doppelgaenger, a nurse called Kiran. Unnerved, he brings Kiran home with him and finds himself falling in love again. The mystery deepens when Kajal's vengeful spirit murders the usurper, sending Ranjit over the edge and into an asylum.",43.0,6.3
hanste khelte,0442601,,Comedy & Fantasy & Romance,"['Satyajeet', 'Rakesh Bedi', 'Rahul Roy', 'Nandini', 'Kishore Bhanushali', 'Aparajita', 'Asrani', 'Ishrat Ali', 'Lisa Ray', 'Ananth Narayan Mahadevan', 'Dinesh Hingoo']",['Bharat Rangachary'],,['Firoz Nadiadwala'],"Unhappy at the manner in which things on Earth have regressed to, God issues instructions for the complete destruction of mankind and Earth, as love, sacrifice, kindess and compassion are no longer present. Three heavenly angels, Om, Namah, & Shiva, respectfully request God to grant them a period of a week so that they can get an example of love, sacrifice, compassion, and kindness, in order to enable God to reconsider his instructions, to which God agrees, and permits the three angels to visit Earth, on the condition that they will not be visible to any humans, nor will they use their heavenly powers to assist any human in any manner whatsoever. The question remains, that in this Kal Yug (Dark Age) will the angels ever come across a compassionate, and loving human being, who is capable of sacrifice, in such short period of time?",36.0,6.0
hatyara,0446136,,Action,"['Swati', 'Mithun Chakraborty', 'Kishore Bhanushali', 'Paintal', 'Anil Dhawan', 'Suman Ranganath', 'Rami Reddy', 'Mukesh Rishi']",['T.L.V. Prasad'],,"['Mahendra Dhariwal', 'Shisupal Singh']","Kajal is a professor in a college. One day she witnesses the rape and subsequent death of a female student. She reports it to the police, and even identifies the killer, Shishupal. But the police are reluctant to take any action as the killer is the younger and pet brother of the city's most powerful and influential industrialist and gangster, Singhania. When she organizes a student and teacher protest, Shishupal is arrested and held in prison. This angers Sinhangia, who approached Kajal and asks her to refuse to testify against his brother, and for that he will give her a lot of money, but Kajal refuses to do so. When Kajal informs her advocate husband, Mahendra, who is handicapped and walks with a help of a crutch, she finds him supporting and encouraging. Singhania has Kajal raped and killed in front of Mahendra's eyes, and as a result with the only witness killed, Shishupal is released from prison. Mahendra, devastated and humiliated sets about to avenge the killing of his wife by taking Singhania to court, only to have the case dismissed. Mahendra sets upon to avenge his wife's death by deciding to kill the Singhania brothers and his gang one by one - but how is a handicapped person, who is unable to defend himself, carry out such a mammoth task on his own?",37.0,5.6
aan baan (1972 film),,,,,,,,,,
bachpan,0213475,1970,Action & Comedy & Crime & Drama,"['Mehmood Jr.', 'Sachin Pilgaonkar', 'Keshto Mukherjee', 'Alankar Joshi', 'Baby Guddi', 'Pratima Devi', 'Baby Gayatri', 'Mukri', 'Joginder Shelly', 'Sunder', 'Master Shahid', 'Anwar Hussain', 'Tabassum', 'Sulochana Chatterjee', 'Tanuja', 'Aruna Irani', 'Sanjeev Kumar']",['Kolli Pratyagatma'],"['Kolli Pratyagatma', 'Raj Baldev Raj']",['Kolli Pratyagatma'],"Kashiram lives a poor lifestyle in a small village along with his wife, Chanda; two school-going children, Suraj and Meera; and makes a living selling toys. When his father-in-law falls ill, Chanda and the children travel by boat to see him, but the trio perish when the boat meets with an accident. Devastated, Kashiram turns to alcohol but still continues to sell toys for a living. Four children, Ram, Rahim, Tom and Rani, decide that the only way Kashiram can be happy is by becoming a father, so they select the village's naive flower-selling belle, Lajwanti, to bear him a child. When Kashiram finds out he is quite amused, but undecided whether to marry or not. Then when Kundan attempts to molest Lajwanti, Kashiram comes to her rescue and warms Kundan not to molest anyone or else he will be killed. Shortly thereafter, the Police find an intoxicated and blood-soaked Kashiram over Kundan's lifeless body and arrest him. Unable to recollect what actually happened, amidst rumors of a haunted house, Kashiram may find himself in for life in prison or even the gallows.",40.0,6.3
wanted: dead or alive (1984 film),,,,,,,,,,
68 pages,1151299,2007,Drama,"['Jayati Bhatia', 'Dilnaz Irani', 'Mangala Kenkre', 'Zafar Karachiwala', 'Ikhlaq Khan', 'Bakul Thakkar', 'Mouli Ganguly', 'Sherrin Varghese', 'Ajai Rohilla', 'Rupal Patel', 'Abhay Kulkarni', 'Uday Sonawane', 'Aastha Jain', 'Joy Sengupta', 'Sujata Thakar', 'Ram Awana']",['Sridhar Rangayan'],"['Saagar Gupta', 'Sridhar Rangayan', 'Vivek Anand']","['Himanshu Kishan Mehra', 'Sridhar Rangayan', 'Vivek Anand']","Coming from a country like India that is still in denial, where being HIV+ is still a curse, '68 Pages' rips open the underbelly of its society to reveal how it stigmatizes and shuns those who are HIV+ or even those who just want to be what they are. Through 68 Pages of a counselors diary, we see the stories of Paayal, a sex worker; Nishit, an ID user; Kiran, a gay man and Umrao, a transgender bar dancer - their stories of pain and fear, humiliation and rejection - not only by the society, but even by their loved ones. While these stories expose the shallowness of the system, it also offers hope and healing by trying to bring about a better understanding of their fight to live with dignity. The film is a tribute to the human spirit of optimism and survival.",34.0,6.2
agar... if,0414806,,Drama,"['Vijayendra Ghatge', 'Gulshan Bawra', 'Keshto Mukherjee', 'Zarina Wahab', 'Tun Tun', 'Jagdeep', 'Shreeram Lagoo', 'Kumud Tripathi', 'Brahm Bhardwaj', 'Viju Khote', 'Kader Khan', 'Raju Shrestha', 'Krishan Dhawan', 'Maruti', 'Manmohan Krishna', 'Roohi Berde', 'Amol Palekar']",['Esmayeel Shroff'],['Moin-ud-din'],['Mohan Rao'],"Bombay-based Anil Agarwal lives a very wealthy lifestyle, mostly from wealth, estate, and business inherited from his grandfather, along with his wife, Anju, and a school-going son named Jimmy. One day while at the beach a stranger named Vijay Sohni, rescues Jimmy from drowning, refuses to accept any compensation, but is invited to live in the palatial house of the Agarwals indefinitely, which he accepts. Anil's garage owner friend, Daver, cautions him against Vijay, as he has been seen making advances to Daver's wife, Suman. Anil decides to pay close attention to Vijay, and does find him getting closer and closer to Anju. He decides to ask Vijay to leave, and even gives him some money, when Daver bursts in accusing Vijay of having an affair with Suman, an argument ensues, which regresses into fisticuffs, Anil takes out his revolver and shoots Vijay dead. Daver disposes off the body, and both decide not to tell anyone about Vijay's disappearance. Then a letter is received in Vijay's name from a man named Ashok Saxena, demanding that he repay his loan of one lakh rupees immediately. Anil travels to Poona, finds out where Ashok lives, and pays him the amount. Thereafter, Anil starts receiving phone calls from a man named Chaman who claims that he knows everything about Vijay's disappearance. As if things were not complicated enough, another male knocks on the Anil's door one day, identifies himself as Ashok Saxena. Anil now realizes that he cannot trust anyone, and feels that he has been dragged into a web of deceit, lies and deception, from where there is no way out.",33.0,6.4
zinda dil,2679078,01 Jan 2005,Action,"['Vivek Shauq', 'Manek Bedi', 'Reema Lagoo', 'Abbas', 'Om Puri', 'Sharad S. Kapoor', 'Johnny Lever', 'Ashima Bhalla', 'Gulshan Grover']",['Mohan Baggad'],,['Monika Padhal'],"['When four terrorists infiltrate India, ACP Jai and Ranvir set out to track them and bring them to justice.']",6.0,6.8
hum bhi insaan hain (1989 film),,,,,,,,,,
door ki awaaz,0214639,1964,Romance,"['Saira Banu', 'Joy Mukherjee', 'Moolchand', 'Pran', 'Om Prakash', 'Manorama', 'Malika', 'Johnny Walker', 'Durga Khote']",['Devendra Goel'],,['Devendra Goel'],"Prakash lives a wealthy lifestyle in Chandan Nagar along with his sister, Mala, and widowed mom. While traveling by train, Mala meets with an accident and is hospitalized. Also hospitalized are Kailash, Motilal, and a woman who has lost her memory after being molested by Kailash. Prakash and Mala decide to take this woman with them, they call her Jyoti, and after overcoming many objections from their pious Hindu mother, Prakash weds Jyoti, while Moti, who lives with his parsimonious father, Dhanpath Rai, weds Mala. Shortly thereafter Jyoti gives birth to Raju. On Raju's 3rd birthday, Jyoti goes to invite Mala and Dhanpath to his birthday party, but disappears from their lives. Prakash searches high and low, as well as lodges a missing persons' report with the Police - to no avail. Then a year later, while attending a wedding in Poona, Prakash comes across Jyoti, who now calls herself Bela, and is a dancing/singer courtesan. It looks like Jyoti has regained her memory, but is unable to recall her life with Prakash and even her son, Raju. When Prakash attempts to bring her home, he is faced with 3 hurdles, namely his very own mother, who will never permit a courtesan to enter her household; brothel madame Champabai, who refuses to let go of Bela; and Bela herself - who steadfastly refuses to accompany Prakash as his wife.",38.0,6.0
sitapur ki geeta,0243561,1987,Action & Crime,"['Rajesh Khanna', 'Amjad Khan', 'Tej Sapru', 'Chand Usmani', 'Pran', 'Chandrashekhar', 'Om Shivpuri', 'Yunus Parvez', 'Shakti Kapoor', 'Shoma Anand', 'Rajan Sippy', 'Raza Murad', 'Jayshree T.', 'Jankidas', 'Hema Malini']",['Shibu Mitra'],['Faiz Saleem'],['S.K. Kapur'],"A poor widowed farmer, Dharma Singh, raises two children, a boy (Karan) and a girl (Geeta) on his own in a town called Rampur, and would like his son to grow up to be a police officer. Alas, that was not to be so, for heavy torrential rains strikes their region, separating the entire family, leaving Dharma wounded, and the two children ending up in a town called Sitapur. Geeta decides to work so that her brother can study. Her brother re-locates to Bombay city, and subsequently studies well, and becomes a Police Inspector. He is assigned his first major assignment to get rid of bandits near Sitapur, which he accepts, little knowing that the very people he is expected to get rid of are his very own sister, who is now a former jailbird, a notorious bandit who calls herself ""Maut"", and at odds with another bandit known as Daku Dharma Singh, who is none other than her father. Will Karan be able to fulfill his duties or will he end up joining his family in a life of crime.",38.0,5.5
khuda kasam (1981 film),,,,,,,,,,
tower house (1962 hindi film),,,,,,,,,,
billa no. 786,0494926,,Action,"['Harish Patel', 'Mohan Joshi', 'Mithun Chakraborty', 'Kavita', 'Kavita Parkar', 'Shiva Rindani', 'Anil Nagrath', 'Tej Sapru', 'Rutika Singh', 'Yusuf', 'Gajendra Chauhan', 'Kader Khan', 'Adi Irani', 'Sudhir', 'Siddharth Dhawan']",['Imran Khalid'],,"['Manisha', 'Salim Khan']","Billa No 786 is the story of Shankar who had promised his dying mother that he would marry her friends daughter Pinky and thus fulfill her dream. After his mother's death along with sister (Kavita) and his dear monkey he went to look for his mother's sister to Rampur. there he meets Siddhu (Sidharth Dhavan). Siddhu takes Shankar to Flora Aunty's (Zubeida) locality to live there, with the help of the local people he gets a job of a coolie and with his good fortune he gets the Billa No. 786.One day he meets the rich girl Pinky (Rutika) who hates the poor. Dhankeshwar (Mohan Joshi), the owner of the basti , hates Shankar and tries different tricks to trap Shankar and to empty the locality. One day Dhankeshwar succeeds and Shankar is trapped. Does Dhankeshwar succeeds in vacating the locality and building a 5-star hotel? Does Shankar succeed in breaking Rutik's pride and fulfill his mother's dream?",40.0,4.4
jaane kyun de yaaron,7720254,16 Feb 2018,Drama,"['Abhay Bhargava', 'Kabir Bedi', 'Yashwant Singh', 'Sunil Vishrani', 'Daya Shankar Pandey', 'Ravi Raj Kande', 'Dawood Khan', 'Viju Khote', 'Abhishek Sharma', 'Vikram Singh', 'Muntazir Ahmad', 'Akshay Anand', 'Hitesh Bharadwaj', 'Yogendra Kumeria', 'Raghu Raja', 'Usha Nadkarni', 'Chetna Pande']",['Akshay Anand'],"['Ajit Rajpal', 'Akshay Anand']","['Raghu Bhatia', 'Daityari Sa', 'Pradip Khairwar', 'Vishal Bhatia', 'Raghu Raja']","Raghu and Abhishek are two young rap singers, living in Mumbai, trying to further their careers by making an album. They are beset by rejection after rejection from cynical and dismissive financiers, even though their young fans love them. The tables seem to have turned when they perform at a function and meet Shera - a larger-than-life figure who offers them help should they ever meet a problem. His presence is reassuring, and he is the strongest character in the film. From here their lives take a downwards spiral. Abhishek is accused of driving while drunk and of assaulting a police officer. No-one will listen to him despite the fact that he was not driving and he was a victim of police brutality. The support of their families and their loyalty to one another is all that holds them up at this time. The upshot is that they are misused by corrupt policemen and lawyers and ultimately Abhi is found guilty but.. - Shera has seen all that has happened, has put in place a mechanism that exposes their corruption and when confronted by his evidence, the guilty officers and lawyer admit their crimes. Abhishek is freed and he and Raghu succeed in their music ventures. The film ends with hope - hope that corruption will be beaten and hope for young people that ALL IS NOT LOST TILL THERE IS SOMEONE LIKE SHERA WHO IS WILLING TO TAKE A STANDAND CHALLENGE INJUSTICE.",39.0,4.8
jazbaat (1980 film),,,,,,,,,,
ustadi ustad se,0945604,26 Feb 1982,Action & Crime & Drama & Romance,"['Jagdeep', 'Birbal', 'Master Bhagwan', 'Madhu Malhotra', 'Mithun Chakraborty', 'M.B. Shetty', 'Prema Narayan', 'Jayshree T.', 'Vinod Mehra', 'Bob Christo', 'Padma Khanna', 'Gazala', 'Bharat Kapoor', 'Ranjeeta Kaur', 'Sonu Nigam', 'Trilok Kapoor', 'Vishal Desai', 'Yunus Parvez', 'Ratnamala', 'Mumtaz Begum']",['Deepak Bahry'],"['Narvi', 'Khalid Siddiqui']","['Gautam Bhatia', 'Mohan T. Gehani', 'Mrs. Darshan Bhatia']","Young Seema lives a middle-classed lifestyle along with her grandmother and maternal uncle, Kamdev. She is friendly with Rajesh, and another young boy, Sanjay, also wants to be her friend, but she rejects him. Then the region is devastated by floods and she is separated from Rajesh. Years later, Seema has grown up and much to her delight gets re-united with Rajesh. Her grandmother happily arranges their marriage. On the day of the marriage, a beautiful young woman, Prema, along with a young child in her arms, stops the marriage, claiming that Rajesh is already married to her and is the father of her child. Watch what impact this has on Seema and on her grandmother.",40.0,3.9
jaane jigar,0349635,01 Feb 1998,Comedy & Drama & Family,"['Vikrant', 'Tiku Talsania', 'Mohnish Bahl', 'Somesh Agarwal', 'Ajay Manipal', 'Noora', 'Mamta Kulkarni', 'Raju Delhiwala', 'Yusuf Baba', 'Ayub Khan', 'Parvez', 'Mahinder Shera', 'Rita Bhaduri', 'Puneet Issar', 'Kunika Sadanand', 'Shiva Rindani', 'Brijesh Tiwari', 'Brahmachari', 'Pinky', 'Manek Bedi', 'Mac Mohan', 'Yunus Parvez', 'Mahendra', 'Jackie Shroff', 'Kader Khan', 'Vikas Anand']","['Arshad Khan', 'Talat Jani']","['Naeem-Ejaz', 'Lalit Mahajan']","['B.R. Sahni', 'Vikas Sahni', 'Mrs. Prem Sahni']","Ravi and Vijay's friendship was an example by itself. One was Life-Jaan, the other Jigar-Courage, the famous singer Ravi Kumar and the daring Vijay Kumar. Vijay's mother looked after Ravi since his childhood; as such Ravi's life is indebted to them. It was said that nobody could separate the two friends. Vijay's father was died when he was very young and till today his mother had not told him that the reason for his father's death was Jaikishan who is hiding from Vijay. Jaikishan is dreaded by all the rich people and every poor man loves his name. Some times Vijay and Jaikishan do meet, but they do not recognize each other. One day Vijay falls in love with a girl called Meena. The same girl, by the name of Minu falls in love with Ravi. Both Vijay and Ravi love the same girl, and one day Vijay comes to know that the girl whom he loves and who is his life is in arm of Ravikumar. Vijay's life come to standstill and from here begins a series of misunderstandings.",38.0,3.6
lajwanti,0051842,1958,Drama & Family,"['Kusum Thakur', 'Brahm Bhardwaj', 'Tun Tun', 'Nazir Kashmiri', 'Nargis', 'Prithviraj Kapoor', 'Sheila Kashmiri', 'Daya Devi', 'Amrit Kumar', 'Master Anwar', 'Kamal Dukhia', 'Kumari Naaz', 'Manjula', 'Ramlal', 'Balraj Sahni', 'Prabhu Dayal', 'Praveen Paul', 'Krishna Duggal', 'Manorama', 'Radhakrishan', 'Leela Mishra', 'Mumtaz Begum', 'Chand Burke']",['Narendra Suri'],"['Sachin Bhowmick', 'Surendra Shailaj', 'Umesh Mathur']",['Mohan Segal'],"Having been unjustly accused of having an affair, a dutiful and loving wife is thrown out of the house by her husband and forced to abandon her baby. When mother and child are eventually reunited, the mother faces an uphill struggle to regain the love of her daughter.",52.0,7.3
zindagi (1976 film),,,,,,,,,,
